,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
10,mobileOG_000720478|NA:Keyword|A9IEE8|integration/excision|NA|ICE|Keyword Search,CP101719_1_49 # 58943 # 59362 # 1 # ID=1_49;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,83.7,245.7,145,4.3e-64,140,11,145,1,135,mobileOG_000720478,NA:Keyword,A9IEE8,integration/excision,NA,ICE,Keyword Search,CP101719_1_49, 58943 # 59362 # 1 , 58943,59362,1 ,1_49,1,49,00,ATG,None,None,0.564,CP101719_1,mobileOG_000720478_CP101719_1
11,mobileOG_000720479|NA:Keyword|A9IEE9|integration/excision|NA|ICE|Keyword Search,CP101719_1_50 # 59401 # 59706 # 1 # ID=1_50;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556,77.2,172.2,128,4.4e-42,102,28,128,1,101,mobileOG_000720479,NA:Keyword,A9IEE9,integration/excision,NA,ICE,Keyword Search,CP101719_1_50, 59401 # 59706 # 1 , 59401,59706,1 ,1_50,1,50,00,TTG,GGA/GAG/AGG,5-10bp,0.556,CP101719_1,mobileOG_000720479_CP101719_1
12,mobileOG_000274767|NA|Q7CLQ1|integration/excision|NA|ISFinder|Homology,CP101719_1_57 # 68781 # 69539 # 1 # ID=1_57;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.628,92.1,474.9,360,7.900000000000001e-133,253,109,360,1,252,mobileOG_000274767,NA,Q7CLQ1,integration/excision,NA,ISFinder,Homology,CP101719_1_57, 68781 # 69539 # 1 , 68781,69539,1 ,1_57,1,57,00,ATG,GGxGG,5-10bp,0.628,CP101719_1,mobileOG_000274767_CP101719_1
13,mobileOG_000726767|NA:Keyword|Q5GY58|integration/excision|NA|ISFinder|Keyword Search,CP101719_1_94 # 110896 # 111630 # 1 # ID=1_94;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.624,98.0,471.5,332,8.4e-132,245,89,332,1,244,mobileOG_000726767,NA:Keyword,Q5GY58,integration/excision,NA,ISFinder,Keyword Search,CP101719_1_94, 110896 # 111630 # 1 , 110896,111630,1 ,1_94,1,94,00,ATG,None,None,0.624,CP101719_1,mobileOG_000726767_CP101719_1
14,mobileOG_000277179|NA|Q5H2C7|integration/excision|NA|ISFinder|Homology,CP101719_1_112 # 131390 # 132148 # -1 # ID=1_112;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.626,94.8,478.0,333,9.3e-134,253,82,333,1,252,mobileOG_000277179,NA,Q5H2C7,integration/excision,NA,ISFinder,Homology,CP101719_1_112, 131390 # 132148 # -1 , 131390,132148,-1 ,1_112,1,112,00,ATG,GGxGG,5-10bp,0.626,CP101719_1,mobileOG_000277179_CP101719_1
15,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP101719_1_114 # 132792 # 133760 # -1 # ID=1_114;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,98.1,635.6,322,4.5e-181,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP101719_1_114, 132792 # 133760 # -1 , 132792,133760,-1 ,1_114,1,114,00,ATG,AGGAG,5-10bp,0.612,CP101719_1,mobileOG_000277174_CP101719_1
16,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP101719_1_134 # 153633 # 154601 # -1 # ID=1_134;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,99.1,643.7,322,1.5999999999999999e-183,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP101719_1_134, 153633 # 154601 # -1 , 153633,154601,-1 ,1_134,1,134,00,ATG,AGGAG,5-10bp,0.612,CP101719_1,mobileOG_000277174_CP101719_1
17,mobileOG_000734249|NA:Keyword|A0A2D8K4B1|stability/transfer/defense|NA|Plasmid RefSeq|Keyword Search,CP101719_1_139 # 157844 # 158983 # 1 # ID=1_139;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.558,63.0,452.2,364,8.200000000000001e-126,380,3,359,7,363,mobileOG_000734249,NA:Keyword,A0A2D8K4B1,stability/transfer/defense,NA,Plasmid RefSeq,Keyword Search,CP101719_1_139, 157844 # 158983 # 1 , 157844,158983,1 ,1_139,1,139,00,ATG,GGA/GAG/AGG,11-12bp,0.558,CP101719_1,mobileOG_000734249_CP101719_1
18,mobileOG_000274372|cysM_2|A0A023REU0|integration/excision|NA|ISFinder|Homology,CP101719_1_158 # 177752 # 178618 # -1 # ID=1_158;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.645,64.8,333.2,315,4.2e-90,289,1,250,1,250,mobileOG_000274372,cysM_2,A0A023REU0,integration/excision,NA,ISFinder,Homology,CP101719_1_158, 177752 # 178618 # -1 , 177752,178618,-1 ,1_158,1,158,00,ATG,AGGAG,5-10bp,0.645,CP101719_1,mobileOG_000274372_CP101719_1
19,mobileOG_000720479|NA:Keyword|A9IEE9|integration/excision|NA|ICE|Keyword Search,CP101719_1_183 # 205353 # 205658 # -1 # ID=1_183;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.565,78.2,175.3,128,5.199999999999999e-43,102,28,128,1,101,mobileOG_000720479,NA:Keyword,A9IEE9,integration/excision,NA,ICE,Keyword Search,CP101719_1_183, 205353 # 205658 # -1 , 205353,205658,-1 ,1_183,1,183,00,TTG,GGA/GAG/AGG,5-10bp,0.565,CP101719_1,mobileOG_000720479_CP101719_1
20,mobileOG_000720478|NA:Keyword|A9IEE8|integration/excision|NA|ICE|Keyword Search,CP101719_1_184 # 205678 # 206046 # -1 # ID=1_184;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.566,84.0,181.8,145,6.7e-45,123,34,133,1,100,mobileOG_000720478,NA:Keyword,A9IEE8,integration/excision,NA,ICE,Keyword Search,CP101719_1_184, 205678 # 206046 # -1 , 205678,206046,-1 ,1_184,1,184,00,ATG,None,None,0.566,CP101719_1,mobileOG_000720478_CP101719_1
21,mobileOG_000747471|NA:Keyword|WP_039438450.1|integration/excision|NA|Plasmid RefSeq|Keyword Search,CP101719_1_187 # 210313 # 210630 # -1 # ID=1_187;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.645,87.2,154.8,455,7.6e-37,106,53,137,2,87,mobileOG_000747471,NA:Keyword,WP_039438450.1,integration/excision,NA,Plasmid RefSeq,Keyword Search,CP101719_1_187, 210313 # 210630 # -1 , 210313,210630,-1 ,1_187,1,187,00,GTG,GGAG/GAGG,5-10bp,0.645,CP101719_1,mobileOG_000747471_CP101719_1
22,mobileOG_000418745|NA:Keyword|A0A1L5Y8X5|integration/excision|NA|COMPASS|Keyword Search,CP101719_1_188 # 210932 # 211288 # 1 # ID=1_188;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.577,64.3,150.2,125,2.1e-35,119,2,116,3,117,mobileOG_000418745,NA:Keyword,A0A1L5Y8X5,integration/excision,NA,COMPASS,Keyword Search,CP101719_1_188, 210932 # 211288 # 1 , 210932,211288,1 ,1_188,1,188,00,ATG,None,None,0.577,CP101719_1,mobileOG_000418745_CP101719_1
23,mobileOG_000312220|istA|WP_106561525.1|integration/excision|NA|Plasmid RefSeq|Homology,CP101719_1_193 # 214729 # 215760 # 1 # ID=1_193;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.628,66.5,461.5,344,1.2e-128,344,2,344,3,343,mobileOG_000312220,istA,WP_106561525.1,integration/excision,NA,Plasmid RefSeq,Homology,CP101719_1_193, 214729 # 215760 # 1 , 214729,215760,1 ,1_193,1,193,00,ATG,None,None,0.628,CP101719_1,mobileOG_000312220_CP101719_1
24,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP101719_1_215 # 235447 # 236415 # 1 # ID=1_215;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,98.8,639.4,322,3.1e-182,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP101719_1_215, 235447 # 236415 # 1 , 235447,236415,1 ,1_215,1,215,00,ATG,AGGAG,5-10bp,0.612,CP101719_1,mobileOG_000277174_CP101719_1
25,mobileOG_000031106|dpnA_1|A0A411QQX1|stability/transfer/defense|NA|ACLAME|Homology,CP101719_1_217 # 237667 # 237912 # -1 # ID=1_217;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.663,100.0,151.8,233,5e-36,82,161,233,9,81,mobileOG_000031106,dpnA_1,A0A411QQX1,stability/transfer/defense,NA,ACLAME,Homology,CP101719_1_217, 237667 # 237912 # -1 , 237667,237912,-1 ,1_217,1,217,00,GTG,None,None,0.663,CP101719_1,mobileOG_000031106_CP101719_1
26,mobileOG_000277176|NA|A0A346MB22|integration/excision|NA|ISFinder|Homology,CP101719_1_244 # 262098 # 262793 # -1 # ID=1_244;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.645,95.2,436.4,328,2.8e-121,232,48,278,1,231,mobileOG_000277176,NA,A0A346MB22,integration/excision,NA,ISFinder,Homology,CP101719_1_244, 262098 # 262793 # -1 , 262098,262793,-1 ,1_244,1,244,00,ATG,None,None,0.645,CP101719_1,mobileOG_000277176_CP101719_1
27,mobileOG_000277175|tISRso16a|Q5H2C2|integration/excision|NA|ISFinder|Homology,CP101719_1_245 # 262787 # 263050 # -1 # ID=1_245;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.580,96.6,173.3,88,1.7e-42,88,2,88,1,87,mobileOG_000277175,tISRso16a,Q5H2C2,integration/excision,NA,ISFinder,Homology,CP101719_1_245, 262787 # 263050 # -1 , 262787,263050,-1 ,1_245,1,245,00,GTG,AGGAG,5-10bp,0.580,CP101719_1,mobileOG_000277175_CP101719_1
28,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP101719_1_247 # 264516 # 265484 # 1 # ID=1_247;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.608,98.1,635.6,322,4.5e-181,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP101719_1_247, 264516 # 265484 # 1 , 264516,265484,1 ,1_247,1,247,00,ATG,AGGAG,5-10bp,0.608,CP101719_1,mobileOG_000277174_CP101719_1
29,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP101719_1_251 # 272219 # 273595 # -1 # ID=1_251;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.638,88.0,798.9,458,4.3e-230,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP101719_1_251, 272219 # 273595 # -1 , 272219,273595,-1 ,1_251,1,251,00,ATG,None,None,0.638,CP101719_1,mobileOG_000726766_CP101719_1
30,mobileOG_000720479|NA:Keyword|A9IEE9|integration/excision|NA|ICE|Keyword Search,CP101719_1_258 # 280764 # 281069 # -1 # ID=1_258;partial=00;start_type=TTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.556,77.2,172.2,128,4.4e-42,102,28,128,1,101,mobileOG_000720479,NA:Keyword,A9IEE9,integration/excision,NA,ICE,Keyword Search,CP101719_1_258, 280764 # 281069 # -1 , 280764,281069,-1 ,1_258,1,258,00,TTG,GGA/GAG/AGG,5-10bp,0.556,CP101719_1,mobileOG_000720479_CP101719_1
31,mobileOG_000720478|NA:Keyword|A9IEE8|integration/excision|NA|ICE|Keyword Search,CP101719_1_259 # 281089 # 281526 # -1 # ID=1_259;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.564,84.6,223.0,145,3.1000000000000003e-57,146,11,133,1,123,mobileOG_000720478,NA:Keyword,A9IEE8,integration/excision,NA,ICE,Keyword Search,CP101719_1_259, 281089 # 281526 # -1 , 281089,281526,-1 ,1_259,1,259,00,ATG,None,None,0.564,CP101719_1,mobileOG_000720478_CP101719_1
32,mobileOG_000719437|NA:Keyword|A0A0N9ZY67|transfer|NA|ICE|Keyword Search,CP101719_1_289 # 310987 # 311406 # 1 # ID=1_289;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.626,66.2,180.3,135,2.2e-44,140,2,131,8,137,mobileOG_000719437,NA:Keyword,A0A0N9ZY67,transfer,NA,ICE,Keyword Search,CP101719_1_289, 310987 # 311406 # 1 , 310987,311406,1 ,1_289,1,289,00,ATG,GGA/GAG/AGG,5-10bp,0.626,CP101719_1,mobileOG_000719437_CP101719_1
33,mobileOG_000277145|insF1|WP_087943921.1|integration/excision|NA|ISFinder|Homology,CP101719_1_302 # 326418 # 327290 # -1 # ID=1_302;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.627,94.1,574.3,325,1.1000000000000001e-162,291,37,325,2,290,mobileOG_000277145,insF1,WP_087943921.1,integration/excision,NA,ISFinder,Homology,CP101719_1_302, 326418 # 327290 # -1 , 326418,327290,-1 ,1_302,1,302,00,ATG,GGA/GAG/AGG,5-10bp,0.627,CP101719_1,mobileOG_000277145_CP101719_1
34,mobileOG_000031222|tnp1|M4TRJ4|integration/excision|NA|Multiple|Homology,CP101719_1_303 # 327290 # 327511 # -1 # ID=1_303;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.644,89.0,131.0,90,8.2e-30,74,18,90,1,73,mobileOG_000031222,tnp1,M4TRJ4,integration/excision,NA,Multiple,Homology,CP101719_1_303, 327290 # 327511 # -1 , 327290,327511,-1 ,1_303,1,303,00,GTG,None,None,0.644,CP101719_1,mobileOG_000031222_CP101719_1
35,mobileOG_000277176|NA|A0A346MB22|integration/excision|NA|ISFinder|Homology,CP101719_1_304 # 327677 # 328435 # -1 # ID=1_304;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.622,92.9,470.7,328,1.5e-131,253,77,328,1,252,mobileOG_000277176,NA,A0A346MB22,integration/excision,NA,ISFinder,Homology,CP101719_1_304, 327677 # 328435 # -1 , 327677,328435,-1 ,1_304,1,304,00,ATG,GGxGG,5-10bp,0.622,CP101719_1,mobileOG_000277176_CP101719_1
36,mobileOG_000345220|insI3|WP_020829649.1|integration/excision|NA|Multiple|Homology,CP101719_1_306 # 328851 # 329285 # 1 # ID=1_306;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.584,78.0,231.1,338,1.1000000000000002e-59,145,197,337,1,139,mobileOG_000345220,insI3,WP_020829649.1,integration/excision,NA,Multiple,Homology,CP101719_1_306, 328851 # 329285 # 1 , 328851,329285,1 ,1_306,1,306,00,GTG,GGA/GAG/AGG,5-10bp,0.584,CP101719_1,mobileOG_000345220_CP101719_1
37,mobileOG_000277174|insH6|A0A0C5V4U8|integration/excision|NA|ISFinder|Homology,CP101719_1_336 # 357944 # 358912 # 1 # ID=1_336;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.612,98.4,639.0,322,4e-182,323,1,322,1,322,mobileOG_000277174,insH6,A0A0C5V4U8,integration/excision,NA,ISFinder,Homology,CP101719_1_336, 357944 # 358912 # 1 , 357944,358912,1 ,1_336,1,336,00,ATG,AGGAG,5-10bp,0.612,CP101719_1,mobileOG_000277174_CP101719_1
38,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP101719_1_350 # 379225 # 380601 # 1 # ID=1_350;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.639,87.8,795.0,458,6.1999999999999994e-229,459,1,458,1,458,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP101719_1_350, 379225 # 380601 # 1 , 379225,380601,1 ,1_350,1,350,00,ATG,None,None,0.639,CP101719_1,mobileOG_000726771_CP101719_1
39,mobileOG_000726766|NA:Keyword|G7TIM4|integration/excision|NA|ISFinder|Keyword Search,CP101719_1_354 # 384476 # 385852 # 1 # ID=1_354;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.638,87.3,790.4,458,1.5000000000000002e-227,459,1,458,1,458,mobileOG_000726766,NA:Keyword,G7TIM4,integration/excision,NA,ISFinder,Keyword Search,CP101719_1_354, 384476 # 385852 # 1 , 384476,385852,1 ,1_354,1,354,00,ATG,None,None,0.638,CP101719_1,mobileOG_000726766_CP101719_1
40,mobileOG_000726771|NA:Keyword|Q5H6E5|integration/excision|NA|ISFinder|Keyword Search,CP101719_1_355 # 386044 # 387420 # 1 # ID=1_355;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.641,87.6,792.7,458,3.1e-228,459,1,458,1,458,mobileOG_000726771,NA:Keyword,Q5H6E5,integration/excision,NA,ISFinder,Keyword Search,CP101719_1_355, 386044 # 387420 # 1 , 386044,387420,1 ,1_355,1,355,00,ATG,None,None,0.641,CP101719_1,mobileOG_000726771_CP101719_1
41,mobileOG_000277182|insH6|Q5H6N2|integration/excision|NA|ISFinder|Homology,CP101719_1_358 # 390002 # 390982 # 1 # ID=1_358;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.627,92.3,594.7,326,8.799999999999999e-169,327,1,326,1,326,mobileOG_000277182,insH6,Q5H6N2,integration/excision,NA,ISFinder,Homology,CP101719_1_358, 390002 # 390982 # 1 , 390002,390982,1 ,1_358,1,358,00,ATG,GGAG/GAGG,5-10bp,0.627,CP101719_1,mobileOG_000277182_CP101719_1
42,mobileOG_000311262|cysM_2|WP_104963141.1|integration/excision|NA|Plasmid RefSeq|Homology,CP101719_1_422 # 461209 # 462045 # 1 # ID=1_422;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.648,67.3,392.1,298,7.4e-108,279,21,298,1,278,mobileOG_000311262,cysM_2,WP_104963141.1,integration/excision,NA,Plasmid RefSeq,Homology,CP101719_1_422, 461209 # 462045 # 1 , 461209,462045,1 ,1_422,1,422,00,GTG,None,None,0.648,CP101719_1,mobileOG_000311262_CP101719_1
43,mobileOG_000026100|XAC0522|Q8PQ10|integration/excision|NA|Multiple|Manual,CP101719_1_423 # 462094 # 462300 # -1 # ID=1_423;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.609,97.1,136.3,90,1.7999999999999998e-31,69,23,90,1,68,mobileOG_000026100,XAC0522,Q8PQ10,integration/excision,NA,Multiple,Manual,CP101719_1_423, 462094 # 462300 # -1 , 462094,462300,-1 ,1_423,1,423,00,GTG,None,None,0.609,CP101719_1,mobileOG_000026100_CP101719_1
44,mobileOG_000191832|int|A0A2S6Y4G3|integration/excision|NA|GPD|Homology,CP101719_1_472 # 514167 # 514400 # -1 # ID=1_472;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.543,67.1,118.2,395,5.8e-26,78,319,394,1,76,mobileOG_000191832,int,A0A2S6Y4G3,integration/excision,NA,GPD,Homology,CP101719_1_472, 514167 # 514400 # -1 , 514167,514400,-1 ,1_472,1,472,00,ATG,None,None,0.543,CP101719_1,mobileOG_000191832_CP101719_1
45,mobileOG_000031222|tnp1|M4TRJ4|integration/excision|NA|Multiple|Homology,CP101719_1_473 # 514518 # 514739 # 1 # ID=1_473;partial=00;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.667,90.4,134.0,90,9.6e-31,74,18,90,1,73,mobileOG_000031222,tnp1,M4TRJ4,integration/excision,NA,Multiple,Homology,CP101719_1_473, 514518 # 514739 # 1 , 514518,514739,1 ,1_473,1,473,00,GTG,None,None,0.667,CP101719_1,mobileOG_000031222_CP101719_1
46,mobileOG_000277145|insF1|WP_087943921.1|integration/excision|NA|ISFinder|Homology,CP101719_1_474 # 514793 # 515611 # 1 # ID=1_474;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.630,96.0,548.5,325,6.1e-155,273,54,325,1,272,mobileOG_000277145,insF1,WP_087943921.1,integration/excision,NA,ISFinder,Homology,CP101719_1_474, 514793 # 515611 # 1 , 514793,515611,1 ,1_474,1,474,00,ATG,GGA/GAG/AGG,5-10bp,0.630,CP101719_1,mobileOG_000277145_CP101719_1
